run_id,date_hint,category,method,experiment_purpose,status,hosts,storage_locations,relative_paths,branch_commits,has_metrics,has_summary,has_checkpoint,has_archive,archive_paths,keep_or_delete,migration_decision,migration_reason,notes
bootstrap_fullrerun_3uav20gu_t250_k5_300u_seed45211_autodl_nocompile_20260605_001847,20260605_001847,phase2,bootstrap,bootstrap GAE full rerun baseline for BW collapse study,observed_outputs,friday+autodl+s9,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/bootstrap_fullrerun_3uav20gu_t250_k5_300u_seed45211_autodl_nocompile_20260605_001847 | s9:D:/sagin_marl/runs/phase2/bootstrap_fullrerun_3uav20gu_t250_k5_300u_seed45211_autodl_nocompile_20260605_001847 | friday:/home/sgy/workspace/sagin_marl/runs/historical/phase2/bootstrap_fullrerun_3uav20gu_t250_k5_300u_seed45211_autodl_nocompile_20260605_001847,runs/phase2/bootstrap_fullrerun_3uav20gu_t250_k5_300u_seed45211_autodl_nocompile_20260605_001847 | runs/historical/phase2/bootstrap_fullrerun_3uav20gu_t250_k5_300u_seed45211_autodl_nocompile_20260605_001847,autodl:mac-python-rollout@b010c5e dirty=1 | s9:mac-python-rollout@63fbdd2 dirty=4,yes,yes,yes,no,,keep,migrated_to_friday_high,migrated to friday historical on 2026-06-24T23:06:17+08:00 from autodl; timestamp-preserving rsync/tar copy,friday historical copy size=535M; source locations retained
bootstrap_fixed_tau1_from_u200_to_u300_seed45211_autodl_20260605_015958,20260605_015958,phase2,bootstrap+fixed_tau,fixed-tau continuation from u200 collapse control,observed_outputs,friday+autodl+s9,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/bootstrap_fixed_tau1_from_u200_to_u300_seed45211_autodl_20260605_015958 | s9:D:/sagin_marl/runs/phase2/bootstrap_fixed_tau1_from_u200_to_u300_seed45211_autodl_20260605_015958 | friday:/home/sgy/workspace/sagin_marl/runs/historical/phase2/bootstrap_fixed_tau1_from_u200_to_u300_seed45211_autodl_20260605_015958,runs/phase2/bootstrap_fixed_tau1_from_u200_to_u300_seed45211_autodl_20260605_015958 | runs/historical/phase2/bootstrap_fixed_tau1_from_u200_to_u300_seed45211_autodl_20260605_015958,autodl:mac-python-rollout@b010c5e dirty=1 | s9:mac-python-rollout@63fbdd2 dirty=4,yes,yes,yes,no,,keep,migrated_to_friday_high,migrated to friday historical on 2026-06-24T23:08:02+08:00 from autodl; timestamp-preserving rsync/tar copy,friday historical copy size=381M; source locations retained
bootstrap_fixed_tau1p0_kappa32p0_from_u275_to_u300_seed45211_autodl_20260605_024355,20260605_024355,phase2,bootstrap+fixed_tau,fixed-tau with kappa variant collapse control,observed_outputs,friday+autodl+s9,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/bootstrap_fixed_tau1p0_kappa32p0_from_u275_to_u300_seed45211_autodl_20260605_024355 | s9:D:/sagin_marl/runs/phase2/bootstrap_fixed_tau1p0_kappa32p0_from_u275_to_u300_seed45211_autodl_20260605_024355 | friday:/home/sgy/workspace/sagin_marl/runs/historical/phase2/bootstrap_fixed_tau1p0_kappa32p0_from_u275_to_u300_seed45211_autodl_20260605_024355,runs/phase2/bootstrap_fixed_tau1p0_kappa32p0_from_u275_to_u300_seed45211_autodl_20260605_024355 | runs/historical/phase2/bootstrap_fixed_tau1p0_kappa32p0_from_u275_to_u300_seed45211_autodl_20260605_024355,autodl:mac-python-rollout@b010c5e dirty=1 | s9:mac-python-rollout@63fbdd2 dirty=4,yes,yes,yes,no,,keep,migrated_to_friday_high,migrated to friday historical on 2026-06-24T23:08:28+08:00 from autodl; timestamp-preserving rsync/tar copy,friday historical copy size=158M; source locations retained
bootstrap_fixed_tau1p0_freeze_bw_from_u275_to_u300_seed45211_autodl_20260605_025930,20260605_025930,phase2,bootstrap+fixed_tau+freeze_bw,fixed-tau plus freeze-BW collapse control,observed_outputs,friday+autodl+s9,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/bootstrap_fixed_tau1p0_freeze_bw_from_u275_to_u300_seed45211_autodl_20260605_025930 | s9:D:/sagin_marl/runs/phase2/bootstrap_fixed_tau1p0_freeze_bw_from_u275_to_u300_seed45211_autodl_20260605_025930 | friday:/home/sgy/workspace/sagin_marl/runs/historical/phase2/bootstrap_fixed_tau1p0_freeze_bw_from_u275_to_u300_seed45211_autodl_20260605_025930,runs/phase2/bootstrap_fixed_tau1p0_freeze_bw_from_u275_to_u300_seed45211_autodl_20260605_025930 | runs/historical/phase2/bootstrap_fixed_tau1p0_freeze_bw_from_u275_to_u300_seed45211_autodl_20260605_025930,autodl:mac-python-rollout@b010c5e dirty=1 | s9:mac-python-rollout@63fbdd2 dirty=4,yes,yes,yes,no,,keep,migrated_to_friday_high,migrated to friday historical on 2026-06-24T23:08:46+08:00 from autodl; timestamp-preserving rsync/tar copy,friday historical copy size=158M; source locations retained
heldout_eval_matrix_20260609_seed930000,20260609,phase2,matrix_sweep+evaluation,held-out evaluation matrix for 4090 mitigation comparisons,directory_only,friday+s9,s9:D:/sagin_marl/runs/phase2/heldout_eval_matrix_20260609_seed930000 | friday:/home/sgy/workspace/sagin_marl/runs/historical/phase2/heldout_eval_matrix_20260609_seed930000,runs/phase2/heldout_eval_matrix_20260609_seed930000 | runs/historical/phase2/heldout_eval_matrix_20260609_seed930000,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,keep,migrated_to_friday_high,migrated to friday historical on 2026-06-25T01:27:04+08:00 from s9; timestamp-preserving rsync/tar copy,friday historical copy size=796K; source locations retained
matrix_4090_control_20260609_015123,20260609_015123,phase2,matrix_sweep,4090 control mitigation matrix sweep,observed_outputs,friday+autodl+s9,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/matrix_4090_control_20260609_015123 | s9:D:/sagin_marl/runs/phase2/matrix_4090_control_20260609_015123 | friday:/home/sgy/workspace/sagin_marl/runs/historical/phase2/matrix_4090_control_20260609_015123,runs/phase2/matrix_4090_control_20260609_015123 | runs/historical/phase2/matrix_4090_control_20260609_015123,autodl:mac-python-rollout@b010c5e dirty=1 | s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrated_to_friday_high,migrated to friday historical on 2026-06-24T23:11:07+08:00 from autodl; timestamp-preserving rsync/tar copy,friday historical copy size=1.1G; source locations retained
matrix_4090_fixedtau_20260609_015123,20260609_015123,phase2,fixed_tau+matrix_sweep,4090 fixed-tau mitigation matrix sweep,observed_outputs,friday+autodl+s9,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/matrix_4090_fixedtau_20260609_015123 | s9:D:/sagin_marl/runs/phase2/matrix_4090_fixedtau_20260609_015123 | friday:/home/sgy/workspace/sagin_marl/runs/historical/phase2/matrix_4090_fixedtau_20260609_015123,runs/phase2/matrix_4090_fixedtau_20260609_015123 | runs/historical/phase2/matrix_4090_fixedtau_20260609_015123,autodl:mac-python-rollout@b010c5e dirty=1 | s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrated_to_friday_high,migrated to friday historical on 2026-06-24T23:12:19+08:00 from autodl; timestamp-preserving rsync/tar copy,friday historical copy size=525M; source locations retained
matched_step_4090_calibration_20260609_184313,20260609_184313,phase2,matched_step,matched-step mitigation calibration sweep,observed_outputs,friday+autodl+s9,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/matched_step_4090_calibration_20260609_184313 | s9:D:/sagin_marl/runs/phase2/matched_step_4090_calibration_20260609_184313 | friday:/home/sgy/workspace/sagin_marl/runs/historical/phase2/matched_step_4090_calibration_20260609_184313,runs/phase2/matched_step_4090_calibration_20260609_184313 | runs/historical/phase2/matched_step_4090_calibration_20260609_184313,autodl:mac-python-rollout@b010c5e dirty=1 | s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrated_to_friday_high,migrated to friday historical on 2026-06-24T23:19:29+08:00 from autodl; timestamp-preserving rsync/tar copy,friday historical copy size=2.2G; source locations retained
h2_probe_4090_branchfull_20260610_001431,20260610_001431,phase2,h2_probe,H2 branch-return alignment diagnostic,observed_outputs,friday+autodl,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/h2_probe_4090_branchfull_20260610_001431 | friday:/home/sgy/workspace/sagin_marl/runs/historical/phase2/h2_probe_4090_branchfull_20260610_001431,runs/phase2/h2_probe_4090_branchfull_20260610_001431 | runs/historical/phase2/h2_probe_4090_branchfull_20260610_001431,autodl:mac-python-rollout@b010c5e dirty=1,yes,no,yes,no,,keep,migrated_to_friday_high,migrated to friday historical on 2026-06-24T23:20:25+08:00 from autodl; timestamp-preserving rsync/tar copy,friday historical copy size=587M; source locations retained
matched_step_4090_bwlocal_mini_20260610_171827,20260610_171827,phase2,bw_local+matched_step,matched-step BW-local mini calibration,observed_outputs,friday+autodl+s9,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/matched_step_4090_bwlocal_mini_20260610_171827 | s9:D:/sagin_marl/runs/phase2/matched_step_4090_bwlocal_mini_20260610_171827 | friday:/home/sgy/workspace/sagin_marl/runs/historical/phase2/matched_step_4090_bwlocal_mini_20260610_171827,runs/phase2/matched_step_4090_bwlocal_mini_20260610_171827 | runs/historical/phase2/matched_step_4090_bwlocal_mini_20260610_171827,autodl:mac-python-rollout@b010c5e dirty=1 | s9:mac-python-rollout@63fbdd2 dirty=4,yes,yes,yes,no,,keep,migrated_to_friday_high,migrated to friday historical on 2026-06-24T23:21:12+08:00 from autodl; timestamp-preserving rsync/tar copy,friday historical copy size=440M; source locations retained
h2_timeline_4090_timeline_20260610_204618,20260610_204618,phase2,h2_probe,H2 time-axis branch-return alignment diagnostic,observed_outputs,friday+autodl+s9,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/h2_timeline_4090_timeline_20260610_204618 | s9:D:/sagin_marl/runs/phase2/h2_timeline_4090_timeline_20260610_204618 | friday:/home/sgy/workspace/sagin_marl/runs/historical/phase2/h2_timeline_4090_timeline_20260610_204618,runs/phase2/h2_timeline_4090_timeline_20260610_204618 | runs/historical/phase2/h2_timeline_4090_timeline_20260610_204618,autodl:mac-python-rollout@b010c5e dirty=1 | s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrated_to_friday_high,migrated to friday historical on 2026-06-24T23:25:01+08:00 from autodl; timestamp-preserving rsync/tar copy,friday historical copy size=1.5G; source locations retained
bwlocal_proto_4090_u250_20260611_005009,20260611_005009,phase2,bw_local,BW-local selected-sample actor-update prototype,observed_outputs,friday+autodl+s9,autodl:/root/autodl-tmp/sagin_marl/runs/phase2/bwlocal_proto_4090_u250_20260611_005009 | s9:D:/sagin_marl/runs/phase2/bwlocal_proto_4090_u250_20260611_005009 | friday:/home/sgy/workspace/sagin_marl/runs/historical/phase2/bwlocal_proto_4090_u250_20260611_005009,runs/phase2/bwlocal_proto_4090_u250_20260611_005009 | runs/historical/phase2/bwlocal_proto_4090_u250_20260611_005009,autodl:mac-python-rollout@b010c5e dirty=1 | s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrated_to_friday_high,migrated to friday historical on 2026-06-24T23:25:50+08:00 from autodl; timestamp-preserving rsync/tar copy,friday historical copy size=367M; source locations retained
bwonly_global_4090_20260617_133346,20260617_133346,phase2,bw_only,BW-only global-advantage training check,observed_outputs,local+friday+autodl,local:/Users/erik/Documents/GitHub/sagin_marl/runs/phase2/autodl_archives/bwonly_global_4090_20260617_133346.tgz | autodl:/root/autodl-tmp/sagin_marl/runs/phase2/bwonly_global_4090_20260617_133346 | autodl:/root/autodl-tmp/sagin_marl/runs/phase2/bwonly_global_4090_20260617_133346.tgz | friday:/home/sgy/workspace/sagin_marl/runs/historical/phase2/bwonly_global_4090_20260617_133346,runs/phase2/autodl_archives/bwonly_global_4090_20260617_133346.tgz | runs/phase2/bwonly_global_4090_20260617_133346 | runs/phase2/bwonly_global_4090_20260617_133346.tgz | runs/historical/phase2/bwonly_global_4090_20260617_133346,autodl:mac-python-rollout@b010c5e dirty=1 | local:phase2-bw-degradation@ff32886,yes,no,yes,yes,local:/Users/erik/Documents/GitHub/sagin_marl/runs/phase2/autodl_archives/bwonly_global_4090_20260617_133346.tgz | autodl:/root/autodl-tmp/sagin_marl/runs/phase2/bwonly_global_4090_20260617_133346.tgz,keep,migrated_to_friday_high,migrated to friday historical on 2026-06-24T23:26:54+08:00 from autodl; timestamp-preserving rsync/tar copy,friday historical copy size=633M; source locations retained
bwonly_strict_bwcritic_4090_20260617_151539,20260617_151539,phase2,bw_only,BW-only global-advantage check with strict BW critic/head scope,observed_outputs,local+friday+autodl,local:/Users/erik/Documents/GitHub/sagin_marl/runs/phase2/autodl_archives/bwonly_strict_bwcritic_4090_20260617_151539.tgz | autodl:/root/autodl-tmp/sagin_marl/runs/phase2/bwonly_strict_bwcritic_4090_20260617_151539 | autodl:/root/autodl-tmp/sagin_marl/runs/phase2/bwonly_strict_bwcritic_4090_20260617_151539.tgz | friday:/home/sgy/workspace/sagin_marl/runs/historical/phase2/bwonly_strict_bwcritic_4090_20260617_151539,runs/phase2/autodl_archives/bwonly_strict_bwcritic_4090_20260617_151539.tgz | runs/phase2/bwonly_strict_bwcritic_4090_20260617_151539 | runs/phase2/bwonly_strict_bwcritic_4090_20260617_151539.tgz | runs/historical/phase2/bwonly_strict_bwcritic_4090_20260617_151539,autodl:mac-python-rollout@b010c5e dirty=1 | local:phase2-bw-degradation@ff32886,yes,no,yes,yes,local:/Users/erik/Documents/GitHub/sagin_marl/runs/phase2/autodl_archives/bwonly_strict_bwcritic_4090_20260617_151539.tgz | autodl:/root/autodl-tmp/sagin_marl/runs/phase2/bwonly_strict_bwcritic_4090_20260617_151539.tgz,keep,migrated_to_friday_high,migrated to friday historical on 2026-06-24T23:27:24+08:00 from autodl; timestamp-preserving rsync/tar copy,friday historical copy size=311M; source locations retained
friday_4090_native_64env_t250_u1_nocompile_20260619_014344,20260619_014344,benchmark,,friday formal 1-update native-CUDA speed benchmark,observed_outputs,local+friday,local:/Users/erik/Documents/GitHub/sagin_marl/runs/friday_4090_setup/benchmarks/friday_4090_native_64env_t250_u1_nocompile_20260619_014344 | friday:/home/sgy/workspace/sagin_marl/runs/benchmarks/friday_4090_native_64env_t250_u1_nocompile_20260619_014344,runs/benchmarks/friday_4090_native_64env_t250_u1_nocompile_20260619_014344 | runs/friday_4090_setup/benchmarks/friday_4090_native_64env_t250_u1_nocompile_20260619_014344,friday:phase2-bw-degradation@ff32886 | local:phase2-bw-degradation@ff32886,yes,yes,yes,no,,keep,already_on_friday,already available on friday,long-term registry; smoke-only rows omitted; verify before deleting source data
friday_dualgpu_pcie_width_compare_20260619_104150,20260619_104150,benchmark,,friday dual-4090 PCIe-width benchmark,observed_outputs,local+friday,local:/Users/erik/Documents/GitHub/sagin_marl/runs/friday_4090_setup/benchmarks/friday_dualgpu_pcie_width_compare_20260619_104150 | friday:/home/sgy/workspace/sagin_marl/runs/benchmarks/friday_dualgpu_pcie_width_compare_20260619_104150,runs/benchmarks/friday_dualgpu_pcie_width_compare_20260619_104150 | runs/friday_4090_setup/benchmarks/friday_dualgpu_pcie_width_compare_20260619_104150,friday:phase2-bw-degradation@ff32886 | local:phase2-bw-degradation@ff32886,yes,yes,yes,no,,keep,already_on_friday,already available on friday,long-term registry; smoke-only rows omitted; verify before deleting source data
friday_4090_env_20260619_014233,20260619_014233,env_record,env_record,friday reproducible environment record,directory_only,friday,friday:/home/sgy/workspace/sagin_marl/runs/env_records/friday_4090_env_20260619_014233,runs/env_records/friday_4090_env_20260619_014233,friday:phase2-bw-degradation@ff32886,no,no,no,no,,keep,already_on_friday,already available on friday,long-term registry; smoke-only rows omitted; verify before deleting source data
pre_phase2_branch_sync_20260624_201501,20260624_201501,maintenance,,friday pre-sync dirty-tree backup,directory_only,friday,friday:/home/sgy/workspace/sagin_marl/runs/maintenance/pre_phase2_branch_sync_20260624_201501,runs/maintenance/pre_phase2_branch_sync_20260624_201501,friday:phase2-bw-degradation@ff32886,no,no,no,no,,keep,already_on_friday,already available on friday,long-term registry; smoke-only rows omitted; verify before deleting source data
server9_1050ti_joint_16env100step_3upd_20260526,20260526,perf,env_record,S9 1050Ti performance comparison,observed_outputs,s9,s9:D:/sagin_marl/runs/perf/server9_1050ti_joint_16env100step_3upd_20260526,runs/perf/server9_1050ti_joint_16env100step_3upd_20260526,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,"infrastructure/performance context, small enough to keep",long-term registry; smoke-only rows omitted; verify before deleting source data
mc_vs_bootstrap_formal_eval_20260603_1117,20260603_1117,phase2,mc_vs_bootstrap+bootstrap+evaluation,formal MC-vs-bootstrap evaluation summary,directory_only,s9,s9:D:/sagin_marl/runs/phase2/mc_vs_bootstrap_formal_eval_20260603_1117,runs/phase2/mc_vs_bootstrap_formal_eval_20260603_1117,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,keep,migrate_to_friday_medium,useful evaluation/diagnostic context; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
mc_vs_bootstrap_formal_eval_20260603_1125,20260603_1125,phase2,mc_vs_bootstrap+bootstrap+evaluation,formal MC-vs-bootstrap evaluation summary,directory_only,s9,s9:D:/sagin_marl/runs/phase2/mc_vs_bootstrap_formal_eval_20260603_1125,runs/phase2/mc_vs_bootstrap_formal_eval_20260603_1125,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,keep,migrate_to_friday_medium,useful evaluation/diagnostic context; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
autodl_bw_degradation_diag_20260604,20260604,phase2,,local BW degradation diagnostic summary/material,observed_outputs,local,local:/Users/erik/Documents/GitHub/sagin_marl/runs/phase2/autodl_bw_degradation_diag_20260604,runs/phase2/autodl_bw_degradation_diag_20260604,local:phase2-bw-degradation@ff32886,no,yes,no,no,,keep,migrate_to_friday_medium,useful evaluation/diagnostic context; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_abc_checkpoint_sweep_20260604,20260604,phase2,,A/B/C/D checkpoint evaluation sweep,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_abc_checkpoint_sweep_20260604,runs/phase2/s9_abc_checkpoint_sweep_20260604,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,keep,migrate_to_friday_medium,useful evaluation/diagnostic context; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_best_representative_cross_eval_20260604,20260604,phase2,evaluation,representative checkpoint cross-evaluation,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_best_representative_cross_eval_20260604,runs/phase2/s9_best_representative_cross_eval_20260604,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,keep,migrate_to_friday_medium,useful evaluation/diagnostic context; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_full_cross_eval_20260604,20260604,phase2,evaluation,full cross-evaluation summary,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_full_cross_eval_20260604,runs/phase2/s9_full_cross_eval_20260604,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,keep,migrate_to_friday_medium,useful evaluation/diagnostic context; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_mc_bootstrap_checkpoint_sweep_20260604,20260604,phase2,bootstrap,MC/bootstrap checkpoint sweep evaluation,directory_only,s9,s9:D:/sagin_marl/runs/phase2/s9_mc_bootstrap_checkpoint_sweep_20260604,runs/phase2/s9_mc_bootstrap_checkpoint_sweep_20260604,s9:mac-python-rollout@63fbdd2 dirty=4,no,no,no,no,,keep,migrate_to_friday_medium,useful evaluation/diagnostic context; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_old_snapshot_tau_repro_u150_u250_20260604_210917,20260604_210917,phase2,,S9 old-snapshot tau-collapse reproduction,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_old_snapshot_tau_repro_u150_u250_20260604_210917,runs/phase2/s9_old_snapshot_tau_repro_u150_u250_20260604_210917,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,no,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_clean_7e539ce_u150_u250_control_fixedtau_20260605_000648,20260605_000648,phase2,fixed_tau,Phase 2 run; purpose needs manual confirmation,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_clean_7e539ce_u150_u250_control_fixedtau_20260605_000648,runs/phase2/s9_clean_7e539ce_u150_u250_control_fixedtau_20260605_000648,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_credit_probe_currentcode_u200_u240_control_fixedtau_20260605_122013,20260605_122013,phase2,fixed_tau+credit_probe,per-update credit-direction diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_credit_probe_currentcode_u200_u240_control_fixedtau_20260605_122013,runs/phase2/s9_credit_probe_currentcode_u200_u240_control_fixedtau_20260605_122013,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_credit_probe_actor1_u200_u240_control_fixedtau_20260605_143908,20260605_143908,phase2,fixed_tau+credit_probe,per-update credit-direction diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_credit_probe_actor1_u200_u240_control_fixedtau_20260605_143908,runs/phase2/s9_credit_probe_actor1_u200_u240_control_fixedtau_20260605_143908,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_alignment_probe_native_branch_u200_to_u201_20260606,20260606,phase2,,BW branch/alignment diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_alignment_probe_native_branch_u200_to_u201_20260606,runs/phase2/s9_bw_alignment_probe_native_branch_u200_to_u201_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_alignment_probe_native_branch_u250_to_u251_20260606,20260606,phase2,,BW branch/alignment diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_alignment_probe_native_branch_u250_to_u251_20260606,runs/phase2/s9_bw_alignment_probe_native_branch_u250_to_u251_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_lr_sweep_valid_u250_to_u251_lr1e4_20260606,20260606,phase2,,BW learning-rate sensitivity diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_lr_sweep_valid_u250_to_u251_lr1e4_20260606,runs/phase2/s9_bw_lr_sweep_valid_u250_to_u251_lr1e4_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_lr_sweep_valid_u250_to_u251_lr1e5_20260606,20260606,phase2,,BW learning-rate sensitivity diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_lr_sweep_valid_u250_to_u251_lr1e5_20260606,runs/phase2/s9_bw_lr_sweep_valid_u250_to_u251_lr1e5_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_lr_sweep_valid_u250_to_u251_lr1e6_20260606,20260606,phase2,,BW learning-rate sensitivity diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_lr_sweep_valid_u250_to_u251_lr1e6_20260606,runs/phase2/s9_bw_lr_sweep_valid_u250_to_u251_lr1e6_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_lr_sweep_valid_u250_to_u251_lr3e5_20260606,20260606,phase2,,BW learning-rate sensitivity diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_lr_sweep_valid_u250_to_u251_lr3e5_20260606,runs/phase2/s9_bw_lr_sweep_valid_u250_to_u251_lr3e5_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_lr_sweep_valid_u250_to_u251_lr3e6_20260606,20260606,phase2,,BW learning-rate sensitivity diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_lr_sweep_valid_u250_to_u251_lr3e6_20260606,runs/phase2/s9_bw_lr_sweep_valid_u250_to_u251_lr3e6_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_lr_verify_u250_to_u251_lr0_verify_20260606,20260606,phase2,,BW learning-rate sensitivity diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_lr_verify_u250_to_u251_lr0_verify_20260606,runs/phase2/s9_bw_lr_verify_u250_to_u251_lr0_verify_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_bw_lr_verify_u250_to_u251_lr3e4_verify_20260606,20260606,phase2,,BW learning-rate sensitivity diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_bw_lr_verify_u250_to_u251_lr3e4_verify_20260606,runs/phase2/s9_bw_lr_verify_u250_to_u251_lr3e4_verify_20260606,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
s9_raw_norm_probe_full_u200_to_u201_20260606_fg,20260606,phase2,,raw-vs-normalized advantage diagnostic,observed_outputs,s9,s9:D:/sagin_marl/runs/phase2/s9_raw_norm_probe_full_u200_to_u201_20260606_fg,runs/phase2/s9_raw_norm_probe_full_u200_to_u201_20260606_fg,s9:mac-python-rollout@63fbdd2 dirty=4,yes,no,yes,no,,keep,migrate_to_friday_medium,useful Phase 2 diagnostic; migrate after high-priority set if disk/time allows,long-term registry; smoke-only rows omitted; verify before deleting source data
